Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct
45301056,01/03/2020 05:36:36 PM,01/03/2020 09:32:56 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,11220,FOURTH AVENUE,FOURTH AVENUE,FOURTH AVENUE,51 STREET,FOURTH AVENUE,51 STREET,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/03/2020 09:33:04 PM,07 BROOKLYN,,BROOKLYN,980598,174599,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64590981130711,-74.01316008552666,"(40.64590981130711, -74.01316008552666)",18180,9,2,7,45,45
45306644,01/03/2020 05:12:31 PM,01/04/2020 12:12:39 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10003,170 2 AVENUE,2 AVENUE,EAST   10 STREET,EAST   11 STREET,EAST   10 STREET,EAST   11 STREET,,NEW YORK,2 AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/04/2020 12:12:44 AM,03 MANHATTAN,1004520006,MANHATTAN,987996,205314,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73021538852995,-73.98648410497573,"(40.73021538852995, -73.98648410497573)",11724,70,4,50,5,5
45299993,01/03/2020 04:36:45 PM,01/03/2020 08:11:16 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10011,171 WEST   23 STREET,WEST   23 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,,NEW YORK,WEST   23 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/03/2020 08:11:21 PM,04 MANHATTAN,1007990001,MANHATTAN,985733,210223,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.743690048612336,-73.99464812435326,"(40.743690048612336, -73.99464812435326)",12074,12,4,10,7,7
45299843,01/03/2020 04:23:22 PM,01/03/2020 08:04:17 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,,11104,46 STREET,46 STREET,46 STREET,QUEENS BOULEVARD,46 STREET,QUEENS BOULEVARD,,,,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/03/2020 08:04:20 PM,02 QUEENS,,QUEENS,1006778,210039,PHONE,Unspecified,QUEENS,,,,,,,,40.7431564450354,-73.91870120960044,"(40.7431564450354, -73.91870120960044)",16861,53,3,33,66,66
45303429,01/03/2020 01:51:40 PM,01/03/2020 04:58:59 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10303,348 SIMONSON AVENUE,SIMONSON AVENUE,NETHERLAND AVENUE,WENLOCK STREET,NETHERLAND AVENUE,WENLOCK STREET,,STATEN ISLAND,SIMONSON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/03/2020 04:59:05 PM,01 STATEN ISLAND,5011980088,STATEN ISLAND,941829,168027,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.62777025600812,-74.15282380535744,"(40.62777025600812, -74.15282380535744)",10371,4,1,13,75,75
45301081,01/03/2020 01:16:35 PM,01/03/2020 03:04:08 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10025,545 WEST  111 STREET,WEST  111 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,,NEW YORK,WEST  111 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/03/2020 03:04:09 PM,09 MANHATTAN,1018837501,MANHATTAN,993743,232425,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80462374169526,-73.9657101376336,"(40.80462374169526, -73.9657101376336)",12422,37,4,23,17,17
45302123,01/03/2020 01:12:02 PM,01/03/2020 02:54:51 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,11205,183 CARLTON AVENUE,CARLTON AVENUE,MYRTLE AVENUE,WILLOUGHBY AVENUE,MYRTLE AVENUE,WILLOUGHBY AVENUE,,BROOKLYN,CARLTON AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/03/2020 02:54:55 PM,02 BROOKLYN,3020730008,BROOKLYN,991832,191490,PHONE,Unspecified,BROOKLYN,,,,,,,,40.692269340433285,-73.97265905080721,"(40.692269340433285, -73.97265905080721)",17212,68,2,48,55,55
45300891,01/03/2020 11:46:31 AM,01/03/2020 01:21:10 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,,10018,11 AVENUE,11 AVENUE,11 AVENUE,WEST   35 STREET,11 AVENUE,WEST   35 STREET,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/03/2020 01:21:12 PM,04 MANHATTAN,,MANHATTAN,983834,214873,PHONE,Unspecified,MANHATTAN,,,,,,,,40.75645323972486,-74.0015015555367,"(40.75645323972486, -74.0015015555367)",11722,12,4,10,6,6
45303167,01/03/2020 11:24:46 AM,01/03/2020 12:26:12 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10016,241 MADISON AVENUE,MADISON AVENUE,EAST   37 STREET,EAST   38 STREET,EAST   37 STREET,EAST   38 STREET,,NEW YORK,MADISON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/03/2020 12:26:15 PM,06 MANHATTAN,1008670055,MANHATTAN,989427,212523,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75000158000506,-73.98131538406479,"(40.75000158000506, -73.98131538406479)",12078,71,4,51,9,9
45301055,01/03/2020 10:52:03 AM,01/03/2020 12:01:20 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10022,105 EAST   50 STREET,EAST   50 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,,NEW YORK,EAST   50 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/03/2020 12:01:22 PM,05 MANHATTAN,1013050001,MANHATTAN,991610,215058,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.756957964046194,-73.97343381572381,"(40.756957964046194, -73.97343381572381)",12419,11,4,51,10,10
45302098,01/03/2020 10:27:50 AM,01/03/2020 12:24:51 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10019,301 WEST   51 STREET,WEST   51 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,,NEW YORK,WEST   51 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/03/2020 12:24:55 PM,04 MANHATTAN,1010427501,MANHATTAN,988160,217268,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76302604629823,-73.98588542894402,"(40.76302604629823, -73.98588542894402)",12081,12,4,10,10,10
45303479,01/03/2020 07:37:01 AM,01/03/2020 10:15:10 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10003,145 2 AVENUE,2 AVENUE,EAST    9 STREET,EAST   10 STREET,EAST    9 STREET,EAST   10 STREET,,NEW YORK,2 AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/03/2020 10:15:12 AM,03 MANHATTAN,1004650055,MANHATTAN,987800,204973,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72927950775503,-73.98719146997989,"(40.72927950775503, -73.98719146997989)",11724,70,4,50,5,5
45299465,01/03/2020 06:50:24 AM,01/03/2020 09:48:52 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10003,170 2 AVENUE,2 AVENUE,EAST   10 STREET,EAST   11 STREET,EAST   10 STREET,EAST   11 STREET,,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/03/2020 09:48:55 AM,03 MANHATTAN,1004520006,MANHATTAN,987996,205314,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73021538852995,-73.98648410497573,"(40.73021538852995, -73.98648410497573)",11724,70,4,50,5,5
45299846,01/03/2020 06:03:13 AM,01/03/2020 06:51:15 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,,10001,WEST   35 STREET,WEST   35 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/03/2020 06:51:29 AM,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,,,,,,,
45293465,01/03/2020 01:33:57 AM,01/03/2020 03:54:50 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10169,230 PARK AVENUE,PARK AVENUE,EAST   45 STREET,EAST   46 STREET,EAST   45 STREET,EAST   46 STREET,,NEW YORK,PARK AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/03/2020 03:54:52 AM,05 MANHATTAN,1013000001,MANHATTAN,990913,214165,PHONE,Unspecified,MANHATTAN,,,,,,,,40.75450745921105,-73.97595054706579,"(40.75450745921105, -73.97595054706579)",10356,11,4,51,10,10
45297404,01/02/2020 09:30:01 PM,01/02/2020 09:50:10 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,11377,39-48 61 STREET,61 STREET,LIRR MAIN LINE,ROOSEVELT AVENUE,LIRR MAIN LINE,ROOSEVELT AVENUE,,WOODSIDE,61 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/02/2020 09:50:12 PM,02 QUEENS,4012290119,QUEENS,1011055,211045,ONLINE,Unspecified,QUEENS,,,,,,,,40.74590573221885,-73.9032624228917,"(40.74590573221885, -73.9032624228917)",14787,53,3,33,66,66
45295004,01/02/2020 08:42:00 PM,01/02/2020 11:15:25 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10012,116 CROSBY STREET,CROSBY STREET,PRINCE STREET,JERSEY STREET,PRINCE STREET,JERSEY STREET,,NEW YORK,CROSBY STREET,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,01/02/2020 11:15:26 PM,02 MANHATTAN,1005110008,MANHATTAN,985170,203130,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.724221585861805,-73.99668085824264,"(40.724221585861805, -73.99668085824264)",12075,57,4,32,2,2
45291635,01/02/2020 08:17:26 PM,01/02/2020 11:17:47 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10012,117 CROSBY STREET,CROSBY STREET,PRINCE STREET,JERSEY STREET,PRINCE STREET,JERSEY STREET,,NEW YORK,CROSBY STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/02/2020 11:17:49 PM,02 MANHATTAN,1005100006,MANHATTAN,985188,203147,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72426824484974,-73.99661591614327,"(40.72426824484974, -73.99661591614327)",12075,57,4,32,2,2
45293885,01/02/2020 07:37:30 PM,01/03/2020 12:04:18 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10013,DUANE STREET,DUANE STREET,DUANE STREET,GREENWICH STREET,DUANE STREET,GREENWICH STREET,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/03/2020 12:04:25 AM,01 MANHATTAN,,MANHATTAN,981286,200670,PHONE,Unspecified,MANHATTAN,,,,,,,,40.71746903052389,-74.01069232551586,"(40.71746903052389, -74.01069232551586)",12076,56,4,32,1,1
45292728,01/02/2020 06:41:58 PM,01/02/2020 10:11:38 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,11215,191 2 AVENUE,2 AVENUE,14 STREET,15 STREET,14 STREET,15 STREET,,BROOKLYN,2 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2020 10:11:43 PM,06 BROOKLYN,3010390001,BROOKLYN,985300,183087,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66920819892736,-73.99621497357256,"(40.66920819892736, -73.99621497357256)",17617,14,2,27,50,50
45293919,01/02/2020 06:39:24 PM,01/03/2020 12:29:35 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10021,301 EAST   69 STREET,EAST   69 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,,NEW YORK,EAST   69 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/03/2020 12:29:37 AM,08 MANHATTAN,1014447501,MANHATTAN,995427,218654,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76682405735486,-73.95965023987802,"(40.76682405735486, -73.95965023987802)",12083,23,4,1,11,11
45296142,01/02/2020 03:49:00 PM,01/02/2020 06:44:18 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10003,170 2 AVENUE,2 AVENUE,EAST   10 STREET,EAST   11 STREET,EAST   10 STREET,EAST   11 STREET,,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2020 06:44:19 PM,03 MANHATTAN,1004520006,MANHATTAN,987996,205314,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73021538852995,-73.98648410497573,"(40.73021538852995, -73.98648410497573)",11724,70,4,50,5,5
45291648,01/02/2020 03:46:10 PM,01/02/2020 07:14:32 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,11377,61 STREET,61 STREET,61 STREET,ROOSEVELT AVENUE,61 STREET,ROOSEVELT AVENUE,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/02/2020 07:14:36 PM,02 QUEENS,,QUEENS,1011020,210932,PHONE,Unspecified,QUEENS,,,,,,,,40.745595681752405,-73.90338918538406,"(40.745595681752405, -73.90338918538406)",14787,53,3,33,66,66
45291675,01/02/2020 02:25:36 PM,01/02/2020 03:25:06 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10007,88 WEST BROADWAY,WEST BROADWAY,WARREN STREET,CHAMBERS STREET,WARREN STREET,CHAMBERS STREET,,NEW YORK,WEST BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/02/2020 03:25:09 PM,01 MANHATTAN,1001370001,MANHATTAN,981624,199858,PHONE,Unspecified,MANHATTAN,,,,,,,,40.71524039182925,-74.00947270848532,"(40.71524039182925, -74.00947270848532)",11728,56,4,32,1,1
45296141,01/02/2020 01:40:09 PM,01/02/2020 03:48:48 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10025,2853 BROADWAY,BROADWAY,CATHEDRAL PARKWAY,WEST  111 STREET,CATHEDRAL PARKWAY,WEST  111 STREET,,NEW YORK,BROADWAY,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,01/02/2020 03:48:51 PM,09 MANHATTAN,1018947501,MANHATTAN,993562,232432,PHONE,Unspecified,MANHATTAN,,,,,,,,40.804643147384404,-73.96636392171709,"(40.804643147384404, -73.96636392171709)",12422,37,4,23,17,17
45297168,01/02/2020 01:15:21 PM,01/03/2020 12:22:21 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,,10021,301 EAST   69 STREET,EAST   69 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,,NEW YORK,EAST   69 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/03/2020 12:22:23 AM,08 MANHATTAN,1014447501,MANHATTAN,995427,218654,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76682405735486,-73.95965023987802,"(40.76682405735486, -73.95965023987802)",12083,23,4,1,11,11
45293812,01/02/2020 12:30:34 PM,01/02/2020 02:13:30 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10005,CEDAR STREET,CEDAR STREET,PEARL STREET,WILLIAM STREET,PEARL STREET,WILLIAM STREET,,,,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/02/2020 02:13:34 PM,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,,,,,,,
45297317,01/02/2020 12:21:51 PM,01/02/2020 02:35:32 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,11238,34 CLIFTON PLACE,CLIFTON PLACE,ST JAMES PLACE,GRAND AVENUE,ST JAMES PLACE,GRAND AVENUE,,BROOKLYN,CLIFTON PLACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/02/2020 02:35:34 PM,02 BROOKLYN,3019510023,BROOKLYN,994391,189835,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68772418453788,-73.96343370219512,"(40.68772418453788, -73.96343370219512)",13829,68,2,48,55,55
45298509,01/02/2020 11:31:36 AM,01/02/2020 11:41:29 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10023,2099 BROADWAY,BROADWAY,WEST   72 STREET,WEST   73 STREET,WEST   72 STREET,WEST   73 STREET,,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/02/2020 11:41:34 AM,07 MANHATTAN,1011640037,MANHATTAN,989266,223259,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7794692196602,-73.98188844714082,"(40.7794692196602, -73.98188844714082)",12420,20,4,19,12,12
45296127,01/02/2020 10:44:52 AM,01/02/2020 01:41:46 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10016,120 EAST   34 STREET,EAST   34 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,,NEW YORK,EAST   34 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/02/2020 01:41:50 PM,05 MANHATTAN,1008890068,MANHATTAN,989692,211306,PHONE,Unspecified,MANHATTAN,,,,,,,,40.74666106224746,-73.98035994177381,"(40.74666106224746, -73.98035994177381)",12078,11,4,50,8,8
45297220,01/02/2020 10:38:55 AM,01/02/2020 11:17:25 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,11225,25 LINCOLN ROAD,LINCOLN ROAD,BRIGHTON LINE,FLATBUSH AVENUE,BRIGHTON LINE,FLATBUSH AVENUE,,BROOKLYN,LINCOLN ROAD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/02/2020 11:17:29 AM,09 BROOKLYN,3050240037,BROOKLYN,994859,179999,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66072603060986,-73.96176167554677,"(40.66072603060986, -73.96176167554677)",13509,17,2,11,44,44
45297326,01/02/2020 09:59:31 AM,01/02/2020 12:01:25 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10003,123 SECOND AVENUE,SECOND AVENUE,EAST    7 STREET,ST MARKS PLACE,EAST    7 STREET,ST MARKS PLACE,,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/02/2020 12:01:28 PM,03 MANHATTAN,1004630033,MANHATTAN,987588,204586,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72821736979055,-73.98795656570829,"(40.72821736979055, -73.98795656570829)",11724,70,4,50,5,5
45292458,01/02/2020 09:03:46 AM,01/03/2020 03:38:05 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,11221,485 THROOP AVENUE,THROOP AVENUE,MADISON STREET,PUTNAM AVENUE,MADISON STREET,PUTNAM AVENUE,,BROOKLYN,THROOP AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/03/2020 03:38:10 AM,03 BROOKLYN,3018260001,BROOKLYN,1000485,189084,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68565378178176,-73.94146184404342,"(40.68565378178176, -73.94146184404342)",18181,69,2,49,51,51
45296021,01/02/2020 08:56:48 AM,01/02/2020 01:40:24 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,,10018,80 WEST   40 STREET,WEST   40 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,,NEW YORK,WEST   40 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/02/2020 01:40:25 PM,05 MANHATTAN,1008410089,MANHATTAN,988533,213737,PHONE,Unspecified,MANHATTAN,,,,,,,,40.75333418104492,-73.98454119886837,"(40.75333418104492, -73.98454119886837)",12080,11,4,51,8,8
45290149,01/02/2020 08:20:40 AM,01/02/2020 09:09:52 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,,11217,447A STATE STREET,STATE STREET,NEVINS STREET,3 AVENUE,NEVINS STREET,3 AVENUE,,BROOKLYN,STATE STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/02/2020 09:09:53 AM,02 BROOKLYN,3001730046,BROOKLYN,989451,189332,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68634784633461,-73.9812466832287,"(40.68634784633461, -73.9812466832287)",17619,68,2,38,54,54
45290653,01/02/2020 02:41:11 AM,01/02/2020 04:46:27 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10018,114 WEST   40 STREET,WEST   40 STREET,AVENUE OF THE AMERICAS,BROADWAY,AVENUE OF THE AMERICAS,BROADWAY,,NEW YORK,WEST   40 STREET,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,01/02/2020 04:46:29 AM,05 MANHATTAN,1008150020,MANHATTAN,988171,213936,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75388055347829,-73.98584766370517,"(40.75388055347829, -73.98584766370517)",12080,11,4,51,8,8
45287358,01/02/2020 01:41:56 AM,01/02/2020 03:25:01 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10169,230 PARK AVENUE,PARK AVENUE,EAST   45 STREET,EAST   46 STREET,EAST   45 STREET,EAST   46 STREET,,NEW YORK,PARK AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/02/2020 03:25:02 AM,05 MANHATTAN,1013000001,MANHATTAN,990913,214165,PHONE,Unspecified,MANHATTAN,,,,,,,,40.75450745921105,-73.97595054706579,"(40.75450745921105, -73.97595054706579)",10356,11,4,51,10,10
45285985,01/01/2020 07:32:39 PM,01/01/2020 09:50:43 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10005,26 CEDAR STREET,CEDAR STREET,PEARL STREET,WILLIAM STREET,PEARL STREET,WILLIAM STREET,,NEW YORK,CEDAR STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2020 09:50:45 PM,01 MANHATTAN,1000417503,MANHATTAN,982012,196843,PHONE,Unspecified,MANHATTAN,,,,,,,,40.70696503999049,-74.00807208293583,"(40.70696503999049, -74.00807208293583)",11726,56,4,32,1,1
45285072,01/01/2020 06:31:20 PM,01/01/2020 09:39:15 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10019,1350 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,WEST   54 STREET,WEST   55 STREET,WEST   54 STREET,WEST   55 STREET,,NEW YORK,AVENUE OF THE AMERICAS,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2020 09:39:18 PM,05 MANHATTAN,1012700071,MANHATTAN,990250,217161,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76273118749094,-73.97834090743741,"(40.76273118749094, -73.97834090743741)",12081,11,4,51,10,10
45287738,01/01/2020 12:13:42 PM,01/01/2020 02:43:42 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10017,1 AVENUE,1 AVENUE,1 AVENUE,EAST   41 STREET,1 AVENUE,EAST   41 STREET,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 02:43:45 PM,06 MANHATTAN,,MANHATTAN,992474,211852,PHONE,Unspecified,MANHATTAN,,,,,,,,40.748157545313795,-73.97031909796912,"(40.748157545313795, -73.97031909796912)",12079,71,4,51,9,9
45288127,01/01/2020 11:22:18 AM,01/01/2020 02:28:35 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,,11412,110-03 195 STREET,195 STREET,110 AVENUE,110 ROAD,110 AVENUE,110 ROAD,,SAINT ALBANS,195 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2020 02:28:36 PM,12 QUEENS,4109350001,QUEENS,1050369,195934,PHONE,Unspecified,QUEENS,,,,,,,,40.704223304490945,-73.76152959815299,"(40.704223304490945, -73.76152959815299)",15312,41,3,6,71,71
45285336,01/01/2020 10:49:12 AM,01/01/2020 05:02:06 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10002,95 EAST HOUSTON STREET,EAST HOUSTON STREET,BOWERY,2 AVENUE,BOWERY,2 AVENUE,,NEW YORK,EAST HOUSTON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 05:02:11 PM,03 MANHATTAN,1004277504,MANHATTAN,986398,203057,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72402100560953,-73.99225054886486,"(40.72402100560953, -73.99225054886486)",11723,70,4,32,2,2
45286323,01/01/2020 02:03:28 AM,01/01/2020 02:37:27 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10004,PETER MINUIT PLAZA,PETER MINUIT PLAZA,WATER STREET,PETER MINUIT PLACE,WATER STREET,PETER MINUIT PLACE,,NEW YORK,PETER MINUIT PLAZA,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2020 02:37:28 AM,01 MANHATTAN,1000030003,MANHATTAN,980615,195073,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70210634286222,-74.01310986731221,"(40.70210634286222, -74.01310986731221)",11725,56,4,32,1,1
45289781,01/01/2020 02:00:44 AM,01/01/2020 02:37:02 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10004,11 GREENWICH STREET,GREENWICH STREET,BATTERY PLACE,BK BATTERY TNNL PEDESTRIAN OVPS,BATTERY PLACE,BK BATTERY TNNL PEDESTRIAN OVPS,,NEW YORK,GREENWICH STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2020 02:37:12 AM,01 MANHATTAN,1000130005,MANHATTAN,980172,196254,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70534771722728,-74.0147082911903,"(40.70534771722728, -74.0147082911903)",11725,56,4,32,1,1
45279044,01/01/2020 01:58:02 AM,01/01/2020 02:36:36 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10004,55 BROAD STREET,BROAD STREET,EXCHANGE PLACE,BEAVER STREET,EXCHANGE PLACE,BEAVER STREET,,NEW YORK,BROAD STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2020 02:36:37 AM,01 MANHATTAN,1000250001,MANHATTAN,981060,196196,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70518888558303,-74.01150547744486,"(40.70518888558303, -74.01150547744486)",11726,56,4,32,1,1
